순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
22,대구광역시,동구,동대구터미널,대구 동구 동부로 149-0,기타관광,교통시설,69436
23,대구광역시,동구,동촌유원지,대구 동구 효동로2길 72-0,문화관광,복합관광시설,64693
24,대구광역시,동구,현대시티아울렛대구점,대구 동구 동대구로 454-0,쇼핑,쇼핑몰,63965
25,대구광역시,수성구,대구삼성라이온즈파크,대구 수성구 야구전설로 1-0,문화관광,레저스포츠시설,63104
26,대구광역시,중구,대구백화점프라자점,대구 중구 명덕로 333-0,쇼핑,백화점,58998
27,대구광역시,서구,서대구역,대구 서구 와룡로 527-0,기타관광,교통시설,57708
28,대구광역시,북구,칠성시장,대구 북구 칠성시장로 28-0,쇼핑,시장,56503
29,대구광역시,동구,대구신세계백화점파미에타운,대구 동구 효신로 88-0,쇼핑,백화점,55732
30,대구광역시,북구,홈플러스칠곡점,대구 북구 동암로12길 8-0,쇼핑,대형마트,55327
31,대구광역시,동구,롯데아울렛대구율하점,대구 동구 안심로 80-0,쇼핑,쇼핑몰,53692
32,대구광역시,동구,팔공산케이블카,대구 동구 팔공산로185길 51-0,기타관광,기타관광,52611
33,대구광역시,중구,현대백화점대구점,대구 중구 달구벌대로 2077-0,쇼핑,백화점,51035
34,대구광역시,중구,228기념중앙공원,대구 중구 동성로2길 80-0,문화관광,도시공원,50534
35,대구광역시,동구,동화사,대구 동구 동화사1길 1-0,역사관광,종교성지,49462
36,대구광역시,달서구,이마트성서점,대구 달서구 이곡동로 24-0,쇼핑,대형마트,49053
37,대구광역시,달서구,두류공원,대구 달서구 두류공원로 161-0,문화관광,도시공원,46360
38,대구광역시,서구,트레이더스 홀세일 클럽비산점,대구 서구 팔달로 54-0,쇼핑,대형마트,45904
39,대구광역시,중구,서문시장2지구종합상가,대구 중구 큰장로26길 25-0,쇼핑,시장,45545
40,대구광역시,북구,EXCO동관,대구 북구 유통단지로 110-0,문화관광,전시시설,44385
41,대구광역시,수성구,대구미술관,대구 수성구 미술관로 40-0,문화관광,전시시설,42897
42,대구광역시,서구,북부시외버스터미널,대구 서구 서대구로 295-0,기타관광,교통시설,42857
