순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
323,세종특별자치시,세종특별자치시,금정희도예,세종시 하봉금수동길 70-2,체험관광,공예체험,33
325,세종특별자치시,세종특별자치시,조이탁구클럽보람점,세종시 호려울로 29-0,레저스포츠,기타레저스포츠,32
325,세종특별자치시,세종특별자치시,고운STEP탁구센터,세종시 고운서길 14-0,레저스포츠,기타레저스포츠,32
325,세종특별자치시,세종특별자치시,중광사,세종시 발산2길 33-10,역사관광,종교성지,32
325,세종특별자치시,세종특별자치시,나무와실,세종시 갈거리길 11-0,체험관광,공예체험,32
329,세종특별자치시,세종특별자치시,자연사랑꿀벌사랑,세종시 태산로 71-82,체험관광,농/산/어촌체험,31
329,세종특별자치시,세종특별자치시,봉명사,세종시 박산2길 49-0,역사관광,종교성지,31
329,세종특별자치시,세종특별자치시,불교문화원,세종시 새내6길 42-0,역사관광,종교성지,31
329,세종특별자치시,세종특별자치시,계룡사,세종시 깊은내길 142-0,역사관광,종교성지,31
329,세종특별자치시,세종특별자치시,오도르마크라메,세종시 밝은뜰로 15-0,체험관광,공예체험,31
334,세종특별자치시,세종특별자치시,송산저수지,세종시,자연관광,자연경관(하천/해양),30
