순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
68,대전광역시,중구,문창시장,대전 중구 문창로10번길 45-0,쇼핑,시장,14475
69,대전광역시,유성구,엑스포과학공원,대전 유성구 대덕대로 480-0,문화관광,도시공원,14117
70,대전광역시,중구,CGV대전,대전 중구 계백로 1700-0,문화관광,공연시설,13950
71,대전광역시,동구,상소동산림욕장,대전 동구 산내로 748-0,자연관광,자연공원,13936
72,대전광역시,유성구,메가박스대전유성,대전 유성구 계룡로132번길 10-0,문화관광,공연시설,13915
73,대전광역시,유성구,대전엑스포아쿠아리움,대전 유성구 엑스포로 1-0,문화관광,테마공원,13639
74,대전광역시,대덕구,장동산림욕장,대전 대덕구,자연관광,자연공원,13635
75,대전광역시,동구,옛터민속박물관,대전 동구 산내로 321-35,문화관광,전시시설,12784
76,대전광역시,서구,대전청사시외버스터미널,대전 서구 청사로 189-0,기타관광,교통시설,12313
77,대전광역시,유성구,홈플러스서대전점,대전 유성구 대정로 23-0,쇼핑,대형마트,11628
78,대전광역시,유성구,현대프리미엄아울렛대전점 휴업중(2023년06월개장예정),대전 유성구 테크노중앙로 123-0,쇼핑,쇼핑몰,11583
79,대전광역시,대덕구,동춘당공원,대전 대덕구 동춘당로94번길 50-0,문화관광,도시공원,11562
80,대전광역시,서구,대전시립연정국악원,대전 서구 둔산대로 169-0,문화관광,공연시설,11123
81,대전광역시,중구,메가박스대전중앙로,대전 중구 중앙로 126-0,문화관광,공연시설,10394
82,대전광역시,유성구,CGV유성노은,대전 유성구 노은로 144-0,문화관광,공연시설,9770
83,대전광역시,서구,둔산선사유적지,대전 서구 대덕대로317번길 9-0,역사관광,역사유적지,9586
84,대전광역시,유성구,송강프라자,대전 유성구 봉산로 27-0,쇼핑,쇼핑몰,9539
85,대전광역시,서구,대전청사고속버스터미널둔산매표소,대전 서구 청사로 281-0,기타관광,교통시설,9439
86,대전광역시,유성구,현대프리미엄아울렛대전점 휴업중,대전 유성구 테크노중앙로 123-0,쇼핑,쇼핑몰,8867
87,대전광역시,중구,보문산전망대,대전 중구 보문산공원로 426-83,문화관광,랜드마크관광,8667
88,대전광역시,유성구,대전반려동물공원,대전 유성구 금남구즉로 1234-0,문화관광,도시공원,8575
89,대전광역시,동구,CGV대전터미널,대전 동구 동서대로1695번길 30-0,문화관광,공연시설,8508
90,대전광역시,중구,뉴삼부프라자,대전 중구 태평로 71-0,쇼핑,쇼핑몰,8500
91,대전광역시,유성구,유성시장,대전 유성구 유성대로730번길 24-0,쇼핑,시장,8434
92,대전광역시,중구,안영생활체육시설단지,대전 중구,문화관광,도시공원,7943
93,대전광역시,유성구,엑스포과학공원,대전 유성구 엑스포로 55-0,문화관광,도시공원,7699
94,대전광역시,서구,메가박스대전,대전 서구 문정로 77-0,문화관광,공연시설,7646
95,대전광역시,중구,으능정이문화거리,대전 중구 중앙로 170-0,문화관광,테마공원,7491
96,대전광역시,유성구,엑스포한빛탑,대전 유성구 엑스포로 55-0,역사관광,역사유물,7426
97,대전광역시,중구,사정공원,대전 중구 사정공원로 160-0,문화관광,도시공원,7373
98,대전광역시,대덕구,길치근린공원,대전 대덕구 신상로 65-0,문화관광,도시공원,7216
99,대전광역시,유성구,스튜디오큐브,대전 유성구 대덕대로 480-0,문화관광,기타문화관광지,7213
100,대전광역시,중구,대전근현대사전시관,대전 중구 중앙로 101-0,문화관광,전시시설,7064
101,대전광역시,중구,대전서남부터미널,대전 중구 유등천동로 350-0,기타관광,교통시설,6901
102,대전광역시,유성구,대전시립박물관,대전 유성구 도안대로 398-0,문화관광,전시시설,6766
103,대전광역시,동구,대동하늘공원,대전 동구,문화관광,도시공원,6713
104,대전광역시,유성구,너티차일드대전점,대전 유성구 엑스포로151번길 19-0,문화관광,테마공원,6574
105,대전광역시,동구,우암사적공원,대전 동구 충정로 53-0,문화관광,도시공원,6502
106,대전광역시,동구,명상정원,대전 동구,문화관광,도시공원,6486
107,대전광역시,유성구,봉명동우산거리,대전 유성구,기타관광,기타관광,6466
108,대전광역시,유성구,화폐박물관,대전 유성구 과학로 80-67,문화관광,전시시설,6256
109,대전광역시,동구,우송예술회관,대전 동구 동대전로 171-0,문화관광,공연시설,6076
110,대전광역시,유성구,국립대전숲체원,대전 유성구 숲체원로 124-0,문화관광,복합관광시설,5918
111,대전광역시,대덕구,대청댐물문화관,대전 대덕구 대청로 618-136,문화관광,전시시설,5906
112,대전광역시,중구,대전예술가의집,대전 중구 중앙로 32-0,문화관광,기타문화관광지,5650
113,대전광역시,중구,안영생활체육공원,대전 중구,문화관광,도시공원,5588
114,대전광역시,대덕구,대전조차장역,대전 대덕구 아리랑로 166-0,기타관광,교통시설,5565
114,대전광역시,동구,대청호벚꽃축제,대전 동구,문화관광,기타문화관광지,5565
116,대전광역시,중구,보문산,대전 중구,자연관광,자연경관(산),5552
117,대전광역시,동구,홈플러스동대전점,대전 동구 한밭대로 1282-0,쇼핑,대형마트,5388
118,대전광역시,동구,대전전통나래관,대전 동구 철갑2길 2-0,문화관광,기타문화관광지,5382
119,대전광역시,동구,세천유원지,대전 동구 세천공원로 68-0,문화관광,복합관광시설,5239
120,대전광역시,중구,태평시장,대전 중구 평촌로105번길 62-0,쇼핑,시장,5213
121,대전광역시,유성구,위너스풋살파크목원대점,대전 유성구,레저스포츠,기타레저스포츠,5044
122,대전광역시,서구,한밭수목원열대식물원,대전 서구 둔산대로 157-0,문화관광,테마공원,4840
123,대전광역시,서구,렛루즈어드벤쳐파크,대전 서구 갈마로 186-0,문화관광,테마공원,4776
124,대전광역시,유성구,삼정풋살파크,대전 유성구 한밭대로371번길 35-0,레저스포츠,기타레저스포츠,4718
125,대전광역시,유성구,대전시민천문대,대전 유성구 과학로 213-48,기타관광,기타관광,4568
126,대전광역시,유성구,대전통일관,대전 유성구 대덕대로 516-0,문화관광,전시시설,4567
