순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
233,경상남도,김해시,김해동상시장,경남 김해시 구지로180번길 27-10,쇼핑,시장,11024
234,경상남도,김해시,김해천문대,경남 김해시 가야테마길 254-0,기타관광,기타관광,11015
235,경상남도,양산시,대운산자연휴양림,경남 양산시 탑골길 300-0,자연관광,자연공원,10986
236,경상남도,창원시 진해구,진해보타닉뮤지엄,경남 창원시 진해구 진해대로1137번길 89-0,문화관광,테마공원,10961
237,경상남도,거창군,거창전통시장,경남 거창군 중앙로 140-0,쇼핑,시장,10951
238,경상남도,거제시,해금강유람선터미널,경남 거제시 해금강로 270-0,기타관광,교통시설,10948
239,경상남도,창원시 마산합포구,광암해수욕장,경남 창원시 마산합포구,자연관광,자연경관(하천/해양),10673
240,경상남도,남해군,남해종합버스터미널,경남 남해군 남해대로 2835-0,기타관광,교통시설,10671
241,경상남도,김해시,롯데시네마김해아울렛,경남 김해시 장유로 469-0,문화관광,공연시설,10542
242,경상남도,고성군,그레이스정원,경남 고성군 삼상로 1312-71,문화관광,테마공원,10505
243,경상남도,진주시,롯데시네마엠비씨네,경남 진주시 가호로 13-0,문화관광,공연시설,10404
244,경상남도,창원시 의창구,경남도립미술관,경남 창원시 의창구 용지로 296-0,문화관광,전시시설,10324
244,경상남도,김해시,CGV김해율하,경남 김해시 율하2로 111-0,문화관광,공연시설,10324
246,경상남도,양산시,메가마트덕계점,경남 양산시 덕계로 60-0,쇼핑,대형마트,10276
247,경상남도,거제시,김영삼대통령생가,경남 거제시 옥포대첩로 743-1,역사관광,역사유적지,10261
248,경상남도,창원시 성산구,충혼탑,경남 창원시 성산구 충혼로 29-0,역사관광,역사유물,10259
249,경상남도,창원시 의창구,북면수변생태공원,경남 창원시 의창구 천주로 0-0,문화관광,도시공원,10242
250,경상남도,하동군,진교시외버스터미널,경남 하동군 진교중앙길 14-8,기타관광,교통시설,10226
251,경상남도,창원시 마산회원구,CGV마산,경남 창원시 마산회원구 3·15대로 736-0,문화관광,공연시설,10084
252,경상남도,진주시,진주CC,경남 진주시 진성로464번길 82-0,레저스포츠,육상레저스포츠,9932
253,경상남도,거제시,거제숲소리공원,경남 거제시 서정1길 97-40,문화관광,도시공원,9923
254,경상남도,양산시,순매원,경남 양산시 원동로 1421-0,체험관광,농/산/어촌체험,9911
255,경상남도,고성군,당항포관광지,경남 고성군 당항만로 1116-0,문화관광,복합관광시설,9867
256,경상남도,의령군,호암이병철선생생가,경남 의령군 호암길 22-4,역사관광,역사유적지,9856
257,경상남도,거제시,드비치골프클럽,경남 거제시 거제북로 1573-0,레저스포츠,육상레저스포츠,9847
258,경상남도,양산시,홍룡폭포,경남 양산시 홍룡로 372-0,자연관광,자연경관(산),9827
